u,i,r,t
195,10220,4.0,1067904000
195,1919,5.0,1054252800
195,4,5.0,1245974400
195,300,5.0,1218672000
195,5342,5.0,1251158400
195,4192,5.0,1358294400
195,1776,4.0,1185840000
195,3994,4.0,1194220800
195,3364,4.0,991094400
195,1049,4.0,1367539200
195,232,5.0,972691200
195,696,5.0,1270339200
195,426,4.0,1083369600
195,61,4.0,965174400
195,5379,5.0,1224633600
195,4328,5.0,1247443200
195,10141,4.0,1213660800
195,1008,4.0,1224633600
195,1484,5.0,1185753600
195,5291,4.0,1106697600
195,6767,2.0,1072915200
195,2793,4.0,1036022400
195,9947,5.0,1032912000
195,6032,4.0,1301443200
195,247,5.0,1324080000
195,2484,5.0,1373760000
195,1332,5.0,1289606400
195,2394,5.0,1205798400
195,3246,4.0,1203811200
195,1158,4.0,1188432000
195,6291,5.0,1171411200
308,3780,5.0,1403827200
308,420,5.0,1396483200
308,4121,5.0,963014400
308,57,4.0,1023321600
308,2844,5.0,1309824000
308,767,5.0,1197849600
308,12,5.0,1072483200
308,274,5.0,1246924800
308,0,5.0,1029801600
308,741,4.0,1264550400
308,90,5.0,1034208000
308,840,5.0,1067299200
308,31,4.0,1043280000
308,1885,5.0,1025049600
308,2436,5.0,1112400000
308,223,5.0,1114732800
308,1227,5.0,974332800
308,29,5.0,1023321600
308,314,5.0,1072396800
308,495,5.0,1064707200
308,77,5.0,1005177600
308,39,5.0,1113609600
308,69,5.0,1245196800
308,23,5.0,1085616000
308,306,4.0,1199059200
392,5287,5.0,1107475200
392,1148,5.0,1094428800
392,2034,2.0,1132185600
392,264,5.0,1189900800
392,940,5.0,1094256000
392,744,4.0,1188777600
392,1663,5.0,1094256000
392,124,1.0,1137628800
392,706,1.0,1277683200
392,3055,5.0,1194220800
392,5469,5.0,1111968000
392,289,5.0,1092009600
392,677,5.0,1126483200
392,2772,1.0,1094256000
392,69,5.0,1166832000
392,1867,5.0,1092096000
392,134,2.0,1134864000
392,3339,5.0,1093219200
392,8469,5.0,1094342400
392,89,5.0,1094083200
392,5954,5.0,1092096000
392,3736,1.0,1131667200
392,7072,5.0,1094428800
392,904,5.0,1092009600
392,1074,1.0,1092009600
392,4860,5.0,1179619200
392,2210,5.0,1092009600
392,6729,3.0,1099612800
392,5735,5.0,1126483200
392,584,5.0,1092009600
392,731,3.0,1092009600
392,78,5.0,1100563200
100,23,5.0,1072742400
100,403,3.0,1108684800
100,248,4.0,1090800000
100,632,5.0,1233100800
100,1168,5.0,977875200
100,30,3.0,1226361600
100,18,2.0,1128988800
100,11,4.0,976752000
100,154,3.0,1108598400
100,317,5.0,1177459200
100,227,5.0,1059004800
100,0,5.0,1009497600
100,156,4.0,1108598400
100,580,4.0,1003276800
100,8,5.0,1176681600
100,664,4.0,976665600
100,83,5.0,1115078400
100,372,3.0,977270400
100,1973,4.0,1231200000
100,1595,5.0,978912000
100,272,3.0,1248048000
100,333,5.0,977875200
100,118,5.0,976665600
100,901,4.0,976752000
100,7,5.0,1232582400
100,493,5.0,979084800
100,1579,5.0,977184000
100,240,3.0,1091404800
100,1327,5.0,976665600
100,72,5.0,1233532800
100,5141,4.0,976665600
100,249,4.0,1108512000
379,4308,4.0,964137600
379,374,5.0,1029456000
379,3956,5.0,1033948800
379,960,5.0,958780800
379,5506,4.0,1031788800
379,925,5.0,961545600
379,1245,5.0,1019779200
379,410,5.0,1058400000
379,10114,4.0,1058054400
379,430,5.0,1057968000
379,1304,4.0,1032134400
379,691,5.0,965520000
379,4820,5.0,1026604800
379,86,5.0,1057968000
379,554,5.0,965088000
379,231,5.0,1058745600
379,3033,4.0,1031788800
379,2125,4.0,960595200
379,2697,4.0,1032134400
379,2146,3.0,1069286400
379,336,4.0,1058313600
379,7043,4.0,964224000
379,1673,5.0,965952000
379,8906,5.0,1094083200
379,1404,5.0,1032220800
379,630,5.0,1069286400
379,359,5.0,1031616000
379,26,4.0,1089936000
379,2984,5.0,963014400
379,745,5.0,958694400
379,655,5.0,1008028800
379,977,5.0,1059004800
352,780,3.0,1248480000
352,4766,5.0,1189728000
352,84,3.0,1224806400
352,321,5.0,1192492800
352,3010,5.0,1206921600
352,1042,5.0,1266537600
352,333,5.0,1206576000
352,1365,4.0,1167955200
352,5361,5.0,1210723200
352,6289,5.0,1197590400
352,20,3.0,1311552000
352,5249,5.0,1167955200
352,3952,5.0,1189900800
352,2855,5.0,1192492800
352,1010,5.0,1181520000
352,533,5.0,1192665600
352,171,5.0,1264982400
352,1334,5.0,1192665600
352,8538,5.0,1200528000
352,2269,1.0,1301097600
352,2744,5.0,1193270400
352,4392,5.0,1192492800
352,916,5.0,1255392000
352,5281,5.0,1198022400
352,9355,5.0,1220140800
352,498,4.0,1232236800
352,2228,3.0,1204329600
352,1810,5.0,1192665600
352,4010,5.0,1359936000
352,362,2.0,1181260800
352,2561,4.0,1268870400
352,114,4.0,1192665600
607,868,5.0,1014336000
607,3716,5.0,1013126400
607,243,4.0,1087776000
607,215,5.0,1013558400
607,1166,5.0,1020988800
607,58,3.0,1014336000
607,2907,5.0,1020988800
607,3715,4.0,1207872000
607,1255,5.0,1040342400
607,7529,4.0,1010448000
607,3756,5.0,992822400
607,2216,2.0,1094688000
607,7,3.0,1237420800
607,140,5.0,1210032000
607,1010,3.0,1110931200
607,977,3.0,1020988800
607,1799,5.0,1087430400
607,1365,4.0,1230249600
607,1483,5.0,1017273600
607,4674,4.0,1017273600
607,8071,5.0,1013126400
607,2559,5.0,1020988800
607,123,4.0,1106438400
607,9276,4.0,1013126400
607,1159,5.0,1013126400
607,54,4.0,1092700800
607,5369,5.0,1207872000
607,3244,4.0,1017273600
607,1725,4.0,1013126400
607,614,3.0,1122336000
607,3945,4.0,1086825600
607,109,5.0,1013126400
178,1787,4.0,1126137600
178,1936,2.0,1086825600
178,3846,5.0,1083801600
178,9749,3.0,1143763200
178,231,5.0,1055289600
178,294,4.0,1089936000
178,1669,4.0,1079913600
178,381,5.0,1066089600
178,762,4.0,1151971200
178,1404,4.0,1042502400
178,1981,5.0,1078704000
178,1268,4.0,1058227200
178,4250,4.0,1127520000
178,3831,1.0,1046217600
178,990,5.0,1105056000
178,10090,5.0,1074643200
178,336,3.0,1056326400
178,1177,4.0,1099267200
178,2408,5.0,1046649600
178,4432,2.0,1048550400
178,89,5.0,1072742400
178,711,4.0,1104278400
178,1596,5.0,1052697600
178,755,5.0,1075075200
178,280,4.0,1111363200
178,3067,5.0,1058313600
178,364,3.0,1063238400
178,1067,2.0,1068076800
178,291,4.0,1065657600
178,244,5.0,1048723200
178,8854,4.0,1056931200
178,128,4.0,1073001600
439,1910,4.0,1112054400
439,78,5.0,1103587200
439,1794,3.0,1045526400
439,258,4.0,1347494400
439,1226,4.0,1162252800
439,47,5.0,1039996800
439,1940,4.0,1097020800
439,3486,5.0,1327881600
439,984,5.0,1100649600
439,203,5.0,1067212800
439,135,5.0,1163030400
439,80,5.0,1102723200
439,1088,5.0,1097625600
439,2205,5.0,1012348800
439,1120,5.0,1106438400
439,2552,5.0,1140307200
439,1938,5.0,1177286400
439,1667,4.0,1147996800
439,95,4.0,1125532800
439,1981,4.0,1093305600
439,34,5.0,1161820800
439,465,5.0,1262822400
439,120,2.0,1106438400
439,795,5.0,1168300800
439,646,5.0,1179792000
439,46,5.0,1041897600
439,4963,4.0,1074556800
439,2026,5.0,1108512000
439,566,5.0,1170201600
439,1731,3.0,1362960000
439,5110,5.0,1034640000
439,1750,5.0,1171497600
224,1905,5.0,1041033600
224,63,5.0,1307664000
224,1230,5.0,1041638400
224,2269,5.0,1304899200
224,4243,5.0,1038960000
224,743,5.0,1040860800
224,791,5.0,1040515200
224,3380,5.0,1024876800
224,2627,5.0,1337990400
224,2285,1.0,1344729600
224,116,5.0,1051660800
224,867,5.0,1040515200
224,2602,4.0,1268956800
224,1439,5.0,1046908800
224,4507,5.0,1263168000
224,3684,5.0,1062115200
224,2003,5.0,1075939200
224,0,5.0,1042934400
224,2518,4.0,1367107200
224,950,5.0,1040947200
224,1595,5.0,1075507200
224,251,3.0,1233619200
224,6295,1.0,1283040000
224,1897,2.0,1039996800
224,4744,1.0,1217289600
224,3156,5.0,1047859200
224,7133,5.0,1337990400
224,797,5.0,1045699200
224,6955,5.0,1401235200
224,10002,5.0,1276387200
224,5944,1.0,1336780800
224,3454,5.0,1075939200
506,6209,3.0,1108771200
506,419,2.0,1182556800
506,8,2.0,1171929600
506,1574,5.0,1369785600
506,2478,4.0,1165276800
506,8702,2.0,1146268800
506,5817,4.0,1083456000
506,3387,4.0,1047513600
506,141,5.0,1331942400
506,945,4.0,999907200
506,708,5.0,1012089600
506,35,4.0,1100304000
506,372,3.0,999907200
506,2004,5.0,1004918400
506,67,4.0,1105747200
506,3977,5.0,1200182400
506,4104,4.0,989625600
506,1083,5.0,1016496000
506,2868,4.0,1098316800
506,3686,3.0,1322611200
506,681,2.0,1187136000
506,896,5.0,1100044800
506,2010,3.0,1109116800
506,6272,4.0,1031184000
506,16,4.0,1118188800
506,95,5.0,1019174400
506,466,5.0,1062374400
506,2326,3.0,1005264000
506,6080,4.0,1108771200
506,914,4.0,1084233600
506,4667,3.0,1176163200
506,4780,5.0,1006300800
2282,4138,3.0,1308787200
2282,855,3.0,1289952000
2282,5998,2.0,1287964800
2282,9841,4.0,1289865600
2282,10300,2.0,1138838400
2282,953,4.0,1272326400
2282,3662,3.0,1269907200
2282,331,3.0,1308096000
2282,2737,4.0,1275868800
2282,2619,5.0,1068336000
2282,839,3.0,1204675200
2282,2105,4.0,1307145600
2282,6584,2.0,1288051200
2282,5046,4.0,1162512000
2282,597,3.0,1272412800
2282,1690,4.0,1195344000
2282,7,3.0,1272585600
2282,9203,4.0,1081900800
2282,407,3.0,1284940800
2282,328,3.0,1274313600
2282,2936,3.0,1294358400
2282,5928,2.0,1306454400
2282,431,3.0,1277251200
2282,1449,3.0,1307577600
2282,3163,5.0,1080950400
2282,7694,2.0,1192060800
2282,22,2.0,1291161600
2282,676,3.0,1271721600
2282,498,3.0,1307923200
2282,647,3.0,1269475200
2282,3343,3.0,1185753600
2282,2482,3.0,1322438400
633,48,4.0,1152316800
633,1581,3.0,1267228800
633,109,5.0,1005523200
633,2877,5.0,1079654400
633,2265,4.0,1078531200
633,539,5.0,999043200
633,1093,5.0,1082160000
633,3225,2.0,1376784000
633,714,5.0,1023494400
633,364,2.0,1114473600
633,1874,5.0,1024272000
633,2631,4.0,1024272000
633,7093,5.0,1388880000
633,799,5.0,1144540800
633,1528,5.0,1078963200
633,2846,1.0,1078704000
633,1560,5.0,1035763200
633,5095,5.0,1037836800
633,894,3.0,1122336000
633,2341,5.0,958089600
633,3704,5.0,1016496000
633,1401,5.0,1109894400
633,1307,4.0,1173830400
633,9304,4.0,1157241600
633,3121,5.0,1096156800
633,1453,3.0,1182729600
633,2739,5.0,1079654400
633,4803,3.0,1038787200
633,758,5.0,1147996800
633,8329,5.0,1299196800
633,1144,5.0,1187654400
633,2484,4.0,1165968000
1026,3502,5.0,1041552000
1026,1080,5.0,1042588800
1026,4604,4.0,1024012800
1026,3213,4.0,1103846400
1026,5,4.0,1078012800
1026,139,5.0,1029715200
1026,188,5.0,1043798400
1026,23,5.0,1085529600
1026,554,3.0,942192000
1026,1433,4.0,1232755200
1026,135,5.0,1231027200
1026,3955,4.0,1250553600
1026,3328,5.0,1081641600
1026,698,5.0,1041897600
1026,651,4.0,909878400
1026,2776,4.0,1099526400
1026,478,3.0,1206144000
1026,806,5.0,1088121600
1026,382,5.0,1050451200
1026,1666,4.0,1054944000
1026,2816,5.0,1091664000
1026,266,4.0,1322870400
1026,5936,3.0,1113264000
1026,3873,5.0,1042502400
1026,106,3.0,1058140800
1026,232,5.0,1036627200
1026,113,4.0,1117670400
1026,373,3.0,1081468800
1026,119,3.0,1097971200
1026,2397,4.0,1109116800
1026,605,5.0,1107907200
1026,7245,3.0,1103328000
453,296,4.0,1313971200
453,3603,3.0,1286755200
453,3028,2.0,1317772800
453,5951,4.0,1318636800
453,7873,5.0,1316908800
453,241,2.0,1289865600
453,6683,1.0,1319414400
453,5167,3.0,1345075200
453,2933,1.0,1357516800
453,547,4.0,1285891200
453,980,5.0,1298764800
453,1138,3.0,986169600
453,746,4.0,1326326400
453,475,2.0,1355270400
453,4777,5.0,1311465600
453,169,4.0,1314835200
453,222,4.0,1120435200
453,3414,2.0,1319068800
453,8703,4.0,1278374400
453,9413,3.0,1357689600
453,2005,4.0,1325548800
453,147,4.0,1278288000
453,1699,4.0,1335225600
453,1777,4.0,1281830400
453,201,4.0,1300320000
453,2419,4.0,1286064000
453,836,3.0,1305417600
453,216,5.0,1130976000
453,37,5.0,1280707200
453,4038,3.0,1329782400
453,6967,2.0,1331251200
453,2599,4.0,1311465600
889,4006,5.0,1105056000
889,1041,5.0,1141776000
889,14,5.0,1147651200
889,18,5.0,1144281600
889,2176,5.0,1104969600
889,391,4.0,1035244800
889,503,5.0,1106352000
889,5911,5.0,1147651200
889,1421,3.0,1105920000
889,881,5.0,1105574400
889,220,5.0,1090022400
889,2855,5.0,1029369600
889,3199,5.0,1029628800
889,7446,4.0,1106092800
889,793,5.0,1138406400
889,1173,3.0,1171411200
889,1165,5.0,1142208000
889,2527,5.0,1148083200
889,6962,5.0,1029974400
889,2930,5.0,1112140800
889,1623,5.0,1138320000
889,1836,3.0,1171324800
889,6709,5.0,1167436800
889,6609,5.0,1082678400
889,186,5.0,1137974400
889,0,5.0,1008979200
889,3447,5.0,1122681600
889,714,5.0,1089936000
505,1351,4.0,1060387200
505,1697,5.0,1034640000
505,1585,3.0,1005436800
505,565,3.0,1022889600
505,940,4.0,1024099200
505,6769,4.0,1047513600
505,0,5.0,1042675200
505,2231,1.0,1261008000
505,190,4.0,1050192000
505,128,2.0,1037404800
505,3764,5.0,1016236800
505,33,3.0,1012089600
505,1268,4.0,1035763200
505,2037,4.0,1268438400
505,1395,4.0,1046131200
505,9905,4.0,1016928000
505,328,5.0,1009584000
505,19,4.0,1066003200
505,351,4.0,1032048000
505,303,4.0,1052006400
505,584,3.0,1029024000
505,1234,4.0,1024272000
505,1643,3.0,1051401600
505,652,4.0,1027814400
505,86,4.0,1031961600
505,797,4.0,1026086400
505,207,5.0,1036195200
505,8707,4.0,1047859200
505,2266,4.0,1037404800
505,7967,4.0,1052611200
505,203,4.0,1026604800
505,138,2.0,1226707200
486,52,1.0,1372118400
486,103,5.0,1170633600
486,1174,1.0,1350086400
486,0,5.0,1031270400
486,5613,5.0,1264809600
486,2039,3.0,1255132800
486,4937,5.0,1226707200
486,903,1.0,1382227200
486,4260,5.0,1118793600
486,4660,5.0,1269302400
486,4989,5.0,1003968000
682,1971,4.0,1173657600
682,2076,4.0,1173657600
682,2697,3.0,1104883200
682,677,5.0,1149724800
682,4585,3.0,1191110400
682,3415,4.0,1049760000
682,6081,3.0,1191715200
682,706,4.0,1162166400
682,5922,4.0,1152057600
682,235,4.0,1157328000
682,9959,2.0,1156723200
682,5792,4.0,1313971200
682,1797,5.0,1088208000
682,6220,3.0,1211760000
682,4592,3.0,1181606400
682,1400,5.0,1045267200
682,86,2.0,1102118400
682,680,3.0,1136073600
682,204,5.0,1303171200
682,976,4.0,1060992000
682,6128,4.0,1165104000
682,2800,3.0,1173571200
682,2010,3.0,1135987200
682,4369,2.0,1138147200
682,5751,4.0,1122681600
682,1095,5.0,1170460800
682,2216,2.0,1078444800
682,1582,3.0,1157587200
682,218,5.0,1156982400
682,3092,4.0,1163376000
682,1319,5.0,1173657600
682,4249,4.0,1139356800
327,494,5.0,1154995200
327,2265,4.0,999820800
327,4898,3.0,1112486400
327,10,5.0,1363478400
327,3369,5.0,1139616000
327,2847,4.0,1099699200
327,2463,5.0,1099180800
327,63,5.0,1298160000
327,865,1.0,1234656000
327,2078,3.0,1318118400
327,9556,4.0,1096675200
327,8089,3.0,1039996800
327,97,5.0,1117843200
327,3478,4.0,1048982400
327,428,5.0,1325462400
327,5271,3.0,1092355200
327,986,4.0,1241308800
327,925,4.0,1092268800
327,302,4.0,1156032000
327,2487,4.0,977529600
327,3763,2.0,1284854400
327,28,5.0,1198886400
327,8975,3.0,1235865600
327,960,4.0,1071273600
327,2382,4.0,1056844800
327,3160,4.0,1086566400
327,8622,5.0,1203465600
327,1217,4.0,974851200
327,10091,3.0,1183680000
327,7145,5.0,1028937600
327,4616,4.0,1260748800
327,30,4.0,1213142400
557,126,5.0,1270598400
557,729,5.0,991267200
557,2625,3.0,1131235200
557,4080,4.0,1092528000
557,1854,3.0,1142985600
557,1689,4.0,1213747200
557,303,5.0,1052092800
557,364,4.0,1047254400
557,3850,4.0,1065398400
557,901,5.0,997315200
557,2426,5.0,1066608000
557,337,5.0,1279929600
557,470,3.0,1008201600
557,7666,4.0,993686400
557,2780,5.0,1026518400
557,1625,3.0,992131200
557,9951,5.0,1261353600
557,6302,4.0,1146787200
557,3487,5.0,1018742400
557,3800,5.0,995155200
557,574,3.0,1341878400
557,5519,4.0,1019174400
557,1879,4.0,1100390400
557,30,3.0,1211587200
557,1785,5.0,1135900800
557,946,5.0,1013299200
557,3837,4.0,1144454400
557,1509,4.0,1012089600
557,1112,5.0,1006646400
557,2323,4.0,1032652800
557,1066,3.0,1006387200
557,818,5.0,1008806400
248,614,1.0,1122768000
248,7512,4.0,1178323200
248,88,4.0,1153612800
248,493,5.0,1231113600
248,7058,3.0,1107648000
248,5371,4.0,1271116800
248,2105,3.0,1094083200
248,4879,5.0,1062720000
248,5623,4.0,1159056000
248,32,3.0,1263945600
248,1085,4.0,1029110400
248,9694,5.0,1181174400
248,120,3.0,1115078400
248,60,4.0,1093737600
248,1252,3.0,1016150400
248,148,4.0,1125878400
248,155,5.0,1250208000
248,6016,5.0,1152144000
248,204,3.0,1305072000
248,19,3.0,1091145600
248,609,4.0,960768000
248,1579,5.0,1091836800
248,6586,5.0,1134086400
248,107,5.0,1024444800
248,20,2.0,1150761600
248,420,3.0,1259020800
248,0,4.0,1051833600
248,5822,3.0,1145145600
248,280,3.0,1111968000
248,8311,3.0,1111276800
248,1187,3.0,960768000
248,8580,4.0,1215648000
1536,9598,3.0,986601600
1536,32,4.0,1070582400
1536,413,3.0,1066003200
1536,150,4.0,1354406400
1536,4549,2.0,989366400
1536,242,4.0,1356480000
1536,4661,3.0,1097884800
1536,5468,3.0,1092355200
1536,2874,3.0,1060646400
1536,416,4.0,1360454400
1536,6286,3.0,1006387200
1536,503,4.0,1114732800
1536,4298,4.0,986688000
1536,4912,3.0,1075248000
1536,29,3.0,1024531200
1536,2191,4.0,1109635200
1536,4853,4.0,1007683200
1536,277,4.0,1165276800
1536,3570,3.0,1354752000
1536,3593,3.0,1093737600
1536,121,4.0,1118188800
1536,2280,4.0,1369008000
1536,6258,3.0,1357257600
1536,1809,5.0,1063929600
1536,77,3.0,1010275200
1536,3984,3.0,1116374400
1536,1133,3.0,1088467200
1536,938,4.0,1354752000
1536,19,2.0,1086825600
1536,2686,4.0,1030406400
1536,35,4.0,1111363200
1536,8307,4.0,1001980800
208,626,4.0,1032739200
208,4,5.0,1129334400
208,2089,4.0,1189900800
208,25,5.0,1185062400
208,1556,5.0,986256000
208,196,4.0,1114905600
208,84,5.0,1162684800
208,3340,5.0,1264982400
208,763,4.0,1074556800
208,125,5.0,1024876800
208,53,3.0,1148083200
208,3607,4.0,1059177600
208,1864,5.0,1189900800
208,17,5.0,1145145600
208,1455,3.0,1007596800
208,3369,5.0,1140825600
208,1308,5.0,1034899200
208,24,4.0,1022112000
208,0,5.0,1008979200
208,12,5.0,1061164800
208,1439,4.0,1029110400
208,477,5.0,1034899200
208,510,4.0,1053993600
208,2943,4.0,1022889600
208,1120,5.0,1128902400
208,355,5.0,1154131200
208,924,4.0,1201996800
208,359,5.0,1001203200
208,322,4.0,1134259200
208,994,4.0,1011484800
208,3894,4.0,1048550400
208,2257,4.0,1202169600
937,1847,4.0,1090022400
937,1091,3.0,985478400
937,718,4.0,957398400
937,2785,1.0,1296345600
937,1991,3.0,979171200
937,3997,1.0,958435200
937,283,2.0,1104796800
937,4498,2.0,973468800
937,263,1.0,1233792000
937,956,1.0,985737600
937,7291,4.0,1253664000
937,152,4.0,1104796800
937,1428,4.0,1105833600
937,1578,2.0,1036800000
937,342,1.0,1148342400
937,23,5.0,1104019200
937,107,3.0,955584000
937,6425,3.0,957398400
937,7341,2.0,1109462400
937,117,1.0,1196035200
937,926,2.0,1021248000
937,7000,2.0,1039392000
937,2524,1.0,1031011200
937,8723,5.0,1158019200
937,1367,2.0,1158105600
937,6715,4.0,1089763200
937,65,3.0,955152000
937,2776,4.0,1044662400
937,1623,4.0,1279411200
937,60,5.0,1055462400
937,4435,2.0,985478400
937,2000,2.0,946857600
728,5190,3.0,1273276800
728,3239,4.0,1292284800
728,9,4.0,1356480000
728,1236,4.0,1279497600
728,2831,4.0,1267142400
728,442,4.0,1262390400
728,2624,4.0,1250640000
728,1010,5.0,1242864000
728,3959,5.0,1258416000
728,175,4.0,1372032000
728,6735,4.0,1356652800
728,2564,4.0,1304121600
728,1049,4.0,1249776000
728,414,4.0,1398643200
728,9496,3.0,1341446400
728,3813,5.0,1308960000
728,862,3.0,1294963200
728,1074,4.0,1352764800
728,4340,4.0,1272758400
728,2177,4.0,1267833600
728,5842,4.0,1288137600
728,141,5.0,1311638400
728,1,5.0,1325894400
728,4342,4.0,1319328000
728,6397,3.0,1289001600
728,125,4.0,1313280000
728,4928,4.0,1342051200
728,581,5.0,1275782400
728,1141,4.0,1243468800
728,2587,3.0,1344556800
728,238,5.0,1290297600
728,1083,4.0,1300579200
1693,496,4.0,1124323200
1693,5567,4.0,1124409600
1693,407,1.0,1124409600
1693,3002,1.0,1220054400
1693,47,4.0,1124409600
1693,1217,5.0,1124409600
1693,2077,4.0,1124323200
1693,1518,4.0,1124323200
1693,404,2.0,1124323200
1693,591,4.0,1308700800
1693,641,3.0,1124323200
1693,2153,2.0,1215820800
1693,2867,4.0,1329609600
1693,0,5.0,1124323200
1693,1062,2.0,1124323200
1693,94,3.0,1124409600
1693,83,5.0,1124323200
1693,5102,4.0,1124323200
1693,1095,5.0,1124323200
1693,1152,3.0,1124409600
1693,378,3.0,1124409600
1693,1934,4.0,1124409600
1693,1351,4.0,1124409600
1693,478,5.0,1124323200
1693,1246,4.0,1124323200
